ac_key,chassis_id,requested_date,machine_salesmodel,fault_code,description,state,correction,cause,cause_local_language,complaint,complaint_local_language,machine_hours
AC0536748,L150H0516,2023-11-22T14:35:58Z,L150H,P229E93,Engine ECU - NOx Sensor Bank 1 Sensor 2: No operation,Closed,Other,,,"DTC DESCRIPTION(S): Error Alarm descriptionP229E93 - Engine ECU - NOx Sensor Bank 1 Sensor 2: No operation Prosis linkHint:22219283 (SENSOR) 22827993 (SENSOR)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L150H005161
C10287B
Central Lubrication Lubricant Level Low: Low fluid level
3


L150H005161
C10367B
Central Lubrication Combined Error: Low fluid level","DTC DESCRIPCIÓN(ES): Descripción de la alarma de errorP229E93 - ECU del motor - Banco de sensores de NOx 1 Sensor 2: Sin operaciónEnlace de prosisSugerencia:22219283 (SENSOR) 22827993 (SENSOR)SOFTWARE: Nuevo software disponible, actualice a la última versiónINFORMACIÓN ADICIONAL : Otros errores de TC



ID del chasis*
Formato de falla 1
Tipo de error/alarma
Nº de errores


L150H005161
C10287B
Lubricación central Nivel de lubricante Bajo: Bajo nivel de fluido
3


L150H005161
C103",13998
AC0028821,L180H0482,1900-01-01T00:00:00Z,L180H,P023400,Turbocharger/Supercharger Overboost Condition,Closed,Customer said code flashed up but cleared and has not been back,,,DTC DESCRIPTION(S): Error Alarm descriptionP023400 - Turbocharger/Supercharger Overboost Condition-,DTC DESCRIPTION(S): Error Alarm descriptionP023400 - Turbocharger/Supercharger Overboost Condition-,0
AC0117873,L250G0321,1900-01-01T00:00:00Z,L250G,MID187PSID52FMI12,Central lubrication: Faulty device or component,Closed,New lines installed,,,DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID52 FMI12 - Central lubrication: Faulty device or component-,DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID52 FMI12 - Central lubrication: Faulty device or component-,0
AC0595949,A40G3296,2024-02-21T05:37:07Z,A40G,MID249PPID99FMI4,Body Builder Module - First lever position: Voltage below normal or shorted to lower voltage,Closed,customer will perfrom the repairs ,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID249 PPID99 FMI4 - Body Builder Module - First lever position: Voltage below normal or shorted to lower voltage Prosis linkSOFTWARE: New software available, please update to latest versionCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)



Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


A40G323963
RW001
Recommended
238392
W-ECU Update to 4G (UAE) 3","وصف (أوصاف) DTC: وصف إنذار الخطأMID249 PPID99 FMI4 - وحدة بناء الجسم - موضع الرافعة الأول: الجهد أقل من المعتاد أو قصير إلى الجهد المنخفضرابط بروسيسالبرنامج: يتوفر برنامج جديد ، يرجى التحديث إلى أحدث إصدارحالة الحملة: الحملة (الحملات) المتاحة - يرجى إجراء الحملة (الحملات) المتاحة



معرف الشاسيه
كود SCC
وصف نوع SCC
معرف الحملة
عنوان الحملة
تاريخ بدء الحملة
تاريخ آخر إصلاح


A40G323963
RW001
اوصت
238392
تحديث W-ECU إلى 4G (الإمارات العربية المتحدة) 398 ART / COS / EXC / PAT / WLO",15667
AC0507387,A45G3262,2023-10-09T20:05:42Z,A45G,MID249PPID1174FMI3,"MID249 PPID1174 FMI3 - Body Builder Module - Brake cooling, oil temp Axle2.1: Voltage above normal or shorted to higher voltage",Closed,Will be checked during next PM service.,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID249 PPID1174 FMI3 - MID249 PPID1174 FMI3 - Body Builder Module - Brake cooling, oil temp Axle2.1: Voltage above normal or shorted to higher voltage Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A45G322628
MID128PID235PIDTYPE0FMI12
Reason for engine shut down: Faulty device","DESCRIPTION(S) DTC : Description de l’alarme d’erreurMID249 PPID1174 FMI3 - MID249 PPID1174 FMI3 - Module Carrosserie - Refroidissement des freins, température de l’huile Essieu2.1: Tension supérieure à la normale ou court-circuitée à une tension plus élevéeLien ProsisDéfaut actif depuis plus de 2 joursLOGICIEL: Nouveau logiciel disponible, veuillez mettre à jour vers la dernière versionINFORMATIONS COMPLEMENTAIRES : Autres erreurs CT



ID du châssis*
Format d’erreur 1
Type d’erreur/alarm",15148
AC0063790,L180H0471,1900-01-01T00:00:00Z,L180H,P054011,"Intake Air Heater """"A"""" Control: Circuit short to ground",Closed,Customer contacted awaiting response,,,"DTC DESCRIPTION(S): Error Alarm descriptionP054011 - Intake Air Heater """"A"""" Control: Circuit short to ground-","DTC DESCRIPTION(S): Error Alarm descriptionP054011 - Intake Air Heater """"A"""" Control: Circuit short to ground-",0
AC0414842,A40G3220,1900-01-01T00:00:00Z,A40G,MID142PSID4FMI5,MID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit,Closed,"The customer will check on the next service schedule and inform us when the service is finished check at PS 1000 HRS
",,,DTC DESCRIPTION(S): Error Alarm descriptionMID142 PSID4 FMI5 - MID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit Prosis linkFault active for more than 2 days,DESKRIPSI DTC: Deskripsi Alarm KesalahanMID142 PSID4 FMI5 - MID142 PSID4 FMI5 - W-ECU - Modul/antarmuka GPS: Arus di bawah normal atau sirkuit terbukaTautan prosisKesalahan aktif selama lebih dari 2 hari,5834
AC0133249,L70H6253,1900-01-01T00:00:00Z,L70H,P100412,Rear Axle Oil Temperature Sensor Circuit: Circuit short to battery,Closed,Machine is up and running,,,DTC DESCRIPTION(S): Error Alarm descriptionP100412 - Rear Axle Oil Temperature Sensor Circuit: Circuit short to battery-,DTC DESCRIPTION(S): Error Alarm descriptionP100412 - Rear Axle Oil Temperature Sensor Circuit: Circuit short to battery-,0
AC0139538,A60H3406,2021-09-09T07:46:27Z,A60H,MID128PID111FMI1,MID128 PID111 FMI1 - Engine ECU - Coolant level: Data valid but below operational range,Closed,"Emailed customer 09/09/21
Fixed by customer and error not present since 27/09/21",,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID111 FMI1 - MID128 PID111 FMI1 - Engine ECU - Coolant level: Data valid but below operational range Prosis linkFault active for more than 2 daysCAMPAIGN STATUS: Recommended campaign available, please conduct campaignSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errorsADDITIONAL INFORMATION : InformationFor operator behavior pleas see AC0119908.","DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID111 FMI1 - MID128 PID111 FMI1 - Engine ECU - Coolant level: Data valid but below operational range Prosis linkFault active for more than 2 daysCAMPAIGN STATUS: Recommended campaign available, please conduct campaignSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errorsADDITIONAL INFORMATION : InformationFor operator behavior pleas see AC0119908.",6690
AC0083817,A40G3463,1900-01-01T00:00:00Z,A40G,MID128PID412FMI0,EGR Temperature: Data valid but above normal operational range,Closed,Service is scheduled on this machine,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID412 FMI0 - EGR Temperature: Data valid but above normal operational range-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID412 FMI0 - EGR Temperature: Data valid but above normal operational range-,2724
AC0579081,L70H6221,1900-01-01T00:00:00Z,L70H,,Scheduled Service reminder,Closed,CUSTOMER PERFORMS SERVICES.,,,SCHEDULED SERVICE REMINDER: Plant maintenance due,SCHEDULED SERVICE REMINDER: Plant maintenance due,9451
AC0803385,L350H0116,1900-01-01T00:00:00Z,L350H,B108678,HMICU - Seat Belt Buckle Switch: Alignment or Adjustment Incorrect,Closed,NO DETAILS,,,DTC DESCRIPTION(S): Error Alarm descriptionB108678 - HMICU - Seat Belt Buckle Switch: Alignment or Adjustment Incorrect Prosis link,DTC DESCRIPTION(S): Error Alarm descriptionB108678 - HMICU - Seat Belt Buckle Switch: Alignment or Adjustment Incorrect Prosis link,4514
AC0114118,C350E3047,1900-01-01T00:00:00Z,EC350E,P207F9A,Reductant Quality: Component or System Operating Conditions,Closed,We were able to take care of this.,,,DTC DESCRIPTION(S): Error Alarm descriptionP207F9A - Reductant Quality: Component or System Operating Conditions-,DTC DESCRIPTION(S): Error Alarm descriptionP207F9A - Reductant Quality: Component or System Operating Conditions-,2466
AC0497162,L150H0709,1900-01-01T00:00:00Z,L150H,U100188,Secondary Information Display - CAN Sensor Subnet Error: Bus off,Closed,"484 E 1400N, WHEATFIELD, IN
MARTY 219-816-2542
THROWING CODES - SENSOR NETWORK ERROR, ZERO WEIGHT CALIBRATION
10/20/23 ANDREW M:
FOUND BAD WIRING HARNESS. LOOKED UP AND ORDERED HARNESS. WILL RETURN WHEN PART COMES IN. 

10/25/23 ANDREW M: 
PICKED UP PARTS. 

10/26/23 ANDREW M: 
OPENED HOOD AND HOOD ACCUMULATOR STRIPED OUT. ORDERED NEW ONE. JON WILL OPEN NEW JOB TO REPLACE THIS. REMOVED LEFT REAR FENDER. JACKED UP CAB. REPLACED BAD HARNESS. TIED NEW HARNESS IN PLACE. REASSEMBLED MACHINE",,,DTC DESCRIPTION(S): Error Alarm descriptionU100188 - Secondary Information Display - CAN Sensor Subnet Error: Bus off Prosis linkFault active for more than 2 daysHint:17476214 (WIRING HARNESS),DTC DESCRIPTION(S): Error Alarm descriptionU100188 - Secondary Information Display - CAN Sensor Subnet Error: Bus off Prosis linkFault active for more than 2 daysHint:17476214 (WIRING HARNESS),4203
AC0035600,L90G0051,1900-01-01T00:00:00Z,L90G,MID128PPID326FMI14,Soot Level: Special instructions,Closed,Machine needed a regen,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID326 FMI14 - Soot Level: Special instructions-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID326 FMI14 - Soot Level: Special instructions-,15660
AC0329607,L90F0625,1900-01-01T00:00:00Z,L90F,MID128PID45FMI5,Inlet air heater status: Current below normal or open circuit,Closed,"Contacted customer, they report no issues at this time. They will call if needed",,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID45 FMI5 - Inlet air heater status: Current below normal or open circuit-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID45 FMI5 - Inlet air heater status: Current below normal or open circuit-,17128
AC0114859,A40G3442,1900-01-01T00:00:00Z,A40G,MID128PPID351FMI1,Reagent Quality: Data valid but below operational range,Closed,MACHINE OUT OF TERRITORY. ,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID351 FMI1 - Reagent Quality: Data valid but below operational range-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID351 FMI1 - Reagent Quality: Data valid but below operational range-,0
AC0044511,L70H6293,1900-01-01T00:00:00Z,L70H,P100312,Front Axle Oil Temperature Sensor Circuit: Circuit short to battery,Closed,See above.,,,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,3965
AC0315542,EC4802693,1900-01-01T00:00:00Z,EC480DL,MID146PSID202FMI12,"ECC-ECU - Data link, MID140: Faulty device or component",Closed,The customer report they has been replace the injector and the error has been gone after they replace the injector. No more issue. ,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID146 PSID202 FMI12 - MID146 PSID202 FMI12 - ECC-ECU - Data link, MID140: Faulty device or component Prosis link","DESKRIPSI DTC: Deskripsi Alarm KesalahanMID146 PSID202 FMI12 - MID146 PSID202 FMI12 - ECC-ECU - Tautan data, MID140: Perangkat atau komponen yang rusakTautan prosis",1518
AC0635528,A45G3236,2024-04-12T09:21:41Z,A45G,MID140PSID216FMI9,"Information display - Data Link, MID187: Abnormal update rate",Closed,Software update carried out ,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID140 PSID216 FMI9 - Information display - Data Link, MID187: Abnormal update rate Prosis linkFault active for more than 2 daysADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A45G322366
MID128PID107PIDTYPE2FMI5
Air filter pressure drop: Current below normal or open circuit
88


A45G322366
MID128PID131PIDTYPE2FMI3
Exhaust Back Pressure: Voltage above normal or shorted to higher ","DESCRIPTION(S) DTC : Description de l’alarme d’erreurMID140 PSID216 FMI9 - Afficheur d’informations - Liaison de données, MID187 : Taux de mise à jour anormalLien ProsisDéfaut actif pendant plus de 2 joursINFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT



N° d’identification du châssis*
Format d’erreur 1
Type d’erreur/d’alarme
Nombre d’erreurs


A45G322366
MID128PID107PIDTYPE2FMI5
Chute de pression du filtre à air : Courant inférieur à la normale ou en circuit ouvert
88


A45G32",22685
AC0120031,A25G7443,1900-01-01T00:00:00Z,A25G,MID233PSID123FMI9,Reagent quality sensor on CAN: Abnormal update rate,Closed,"07/28/21
",,,DTC DESCRIPTION(S): Error Alarm descriptionMID233 PSID123 FMI9 - Reagent quality sensor on CAN: Abnormal update rate-,DTC DESCRIPTION(S): Error Alarm descriptionMID233 PSID123 FMI9 - Reagent quality sensor on CAN: Abnormal update rate-,2026
AC0378027,L90H0150,2023-02-07T09:57:06Z,L90H,P100A00,P100A00 - General Purpose Machine Electronic Control Unit 3 - Transmission Oil Temperature High,Closed,The machine will be repaired in our workshop.,,,"DTC DESCRIPTION(S): Error Alarm descriptionP100A00 - P100A00 - General Purpose Machine Electronic Control Unit 3 - Transmission Oil Temperature High Prosis linkHint:15153124 (TEMPERATURE SENSOR)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L90H016501
C10287B
Central Lubrication Lubricant Level Low: Low fluid level
60


L90H016501
P101400
Unknown: Unknown
2","DTC DESCRIPTION(S): Error Alarm descriptionP100A00 - P100A00 - General Purpose Machine Electronic Control Unit 3 - Transmission Oil Temperature High Prosis linkHint:15153124 (TEMPERATURE SENSOR)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L90H016501
C10287B
Central Lubrication Lubricant Level Low: Low fluid level
60


L90H016501
P101400
Unknown: Unknown
2",4119
AC0504624,L150H0598,2023-10-05T09:05:13Z,L150H,C105512,"General Purpose Machine Electronic Control Unit 1 - Central lubrication control unit, activation circuit: Circuit short to battery",Closed,Other,,,"DTC DESCRIPTION(S): Error Alarm descriptionC105512 - General Purpose Machine Electronic Control Unit 1 - Central lubrication control unit, activation circuit: Circuit short to battery Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest version","DTC DESCRIPCIÓN(ES): Descripción de la alarma de errorC105512 - Unidad de control electrónico de la máquina de uso general 1 - Unidad de control de lubricación central, circuito de activación: Cortocircuito a la bateríaEnlace de prosisAvería activa durante más de 2 díasSOFTWARE: Nuevo software disponible, actualice a la última versión",4333
AC0091350,L70H6258,1900-01-01T00:00:00Z,L70H,P204A01,Reductant Pressure Sensor: General Electrical Failure,Closed,06/16/21,,,DTC DESCRIPTION(S): Error Alarm descriptionP204A01 - Reductant Pressure Sensor: General Electrical Failure-,DTC DESCRIPTION(S): Error Alarm descriptionP204A01 - Reductant Pressure Sensor: General Electrical Failure-,1412
AC0496997,L350H0140,2023-09-25T16:45:24Z,L350H,B100187,Secondary Information Display - Inertial Measurement Unit 1: Missing message,Closed,Same as AC0496996,,,"DTC DESCRIPTION(S): Error Alarm descriptionB100187 - Secondary Information Display - Inertial Measurement Unit 1: Missing message Prosis linkFault active for more than 2 daysCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)



Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


L350H001403
HRQ05
Recommended
235389
New pressure reducing valve for central block, L350H (912 WLO 286R)
05/29/2023 00:0","DESCRIPTION(S) DTC : Description de l’alarme d’erreurB100187 - Affichage secondaire de l’information - Unité de mesure inertielle 1 : Message manquantLien ProsisDéfaut actif depuis plus de 2 joursSTATUT DE LA CAMPAGNE : Campagne(s) disponible(s) - Veuillez mener la (les) campagne(s) disponible(s)



ID du châssis
Code du CCN
Description du type CCN
ID de campagne
Titre de la campagne
Date de début de la campagne
Date de la dernière réparation


L350H001403
HRQ05
Recommandé
235389",6091
AC0111652,L220H0266,2021-07-07T06:54:56Z,L220H,P246300,Engine ECU - Particulate Filter Restriction - Soot Accumulation Bank 1,Closed,Carried out service regen,,,"DTC DESCRIPTION(S): Error Alarm descriptionP246300 - P246300 - Engine ECU - Particulate Filter Restriction - Soot Accumulation Bank 1 Prosis linkHint:22452554 (MODULE) 21403962 (SENSOR) 21407772 (INJECTOR) 22608244 (PUMP)ADDITIONAL INFORMATION : Error(s)SOFTWARE: New software available, please update to latest versionHIGH IDLE TIME: Idling time higher than recommended. Recommendation is to reduce idle time to save component life time and lower Co2 emission
POSSIBLE OPERATOR BEHAVIOR IMPROVEMENT","DTC DESCRIPTION(S): Error Alarm descriptionP246300 - P246300 - Engine ECU - Particulate Filter Restriction - Soot Accumulation Bank 1 Prosis linkHint:22452554 (MODULE) 21403962 (SENSOR) 21407772 (INJECTOR) 22608244 (PUMP)ADDITIONAL INFORMATION : Error(s)SOFTWARE: New software available, please update to latest versionHIGH IDLE TIME: Idling time higher than recommended. Recommendation is to reduce idle time to save component life time and lower Co2 emission
POSSIBLE OPERATOR BEHAVIOR IMPROVEMENT",7626
AC0463352,L150H0938,2023-08-08T01:35:45Z,L150H,P100411,Human Machine Interface Control Unit - Ambient Temperature Sensor Circuit: Circuit short to ground,Closed,Front cable harness replaced.,,,"DTC DESCRIPTION(S): Error Alarm descriptionP100411 - Human Machine Interface Control Unit - Ambient Temperature Sensor Circuit: Circuit short to ground Prosis linkFault active for more than 2 daysADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L150H019383
P101400
Unknown: Unknown
41


L150H019383
P106D00
Differential Lock Logical Diagnostic: Unknown
9


","DTC DESCRIPTION(S): Error Alarm descriptionP100411 - Human Machine Interface Control Unit - Ambient Temperature Sensor Circuit: Circuit short to ground Prosis linkFault active for more than 2 daysADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L150H019383
P101400
Unknown: Unknown
41


L150H019383
P106D00
Differential Lock Logical Diagnostic: Unknown
9


",8738
AC0004643,C250E3026,1900-01-01T00:00:00Z,EC250E,P016F00,Closed Loop Fuel Pressure Control At Limit - Pressure Too Low,Closed,out of territory,,,DTC DESCRIPTION(S): Error Alarm descriptionP016F00 - Closed Loop Fuel Pressure Control At Limit - Pressure Too Low,DTC DESCRIPTION(S): Error Alarm descriptionP016F00 - Closed Loop Fuel Pressure Control At Limit - Pressure Too Low,4764
AC0762242,C220E3140,2024-08-22T12:09:47Z,EC220E,B152A64,Climate Control Module - Air Conditioning System: Signal plausibility failure,Closed,There is already an open case with this machine 68830,,,"DTC DESCRIPTION(S): Error Alarm descriptionB152A64 - Climate Control Module - Air Conditioning System: Signal plausibility failure Prosis linkFault active for more than 2 daysHint:14645946 (CONDENSER) 14649606 (COMPRESSOR)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


C220E321408
B152A64
Air Conditioning System: Signal plausibility failure
19


C220E321408
P0","DTC DESCRIPCIÓN(ES): Descripción de la alarma de errorB152A64 - Módulo de control de clima - Sistema de aire acondicionado: Fallo de plausibilidad de la señalEnlace de prosisAvería activa durante más de 2 díasSugerencia:14645946 (CONDENSADOR) 14649606 (COMPRESOR)SOFTWARE: Nuevo software disponible, actualice a la última versiónINFORMACIÓN ADICIONAL : Otros errores de TC


ID del chasis*
Formato de falla 1
Tipo de error/alarma
Nº de errores


C220E321408
B152A64
Sistema de aire acondic",13620
AC0213865,C380E3143,1900-01-01T00:00:00Z,EC380E,P040913,EGR Differential Pressure Sensor: Circuit open,Closed,No issue reported,,,DTC DESCRIPTION(S): Error Alarm descriptionP040913 - EGR Differential Pressure Sensor: Circuit open-,DTC DESCRIPTION(S): Error Alarm descriptionP040913 - EGR Differential Pressure Sensor: Circuit open-,1691
AC0466009,L180H0531,1900-01-01T00:00:00Z,L180H,C10367B,Central Lubrication Combined Error: Low fluid level,Closed,no issues,,,DTC DESCRIPTION(S): Error Alarm descriptionC10367B - Central Lubrication Combined Error: Low fluid level-,DTC DESCRIPTION(S): Error Alarm descriptionC10367B - Central Lubrication Combined Error: Low fluid level-,8842
AC0209062,L260H0168,2022-01-31T09:28:34Z,L260H,C10287B,C10287B - General Purpose Machine Electronic Control Unit 1 - Central Lubrication Lubricant Level Low: Low fluid level,Closed,informed manager,,,"DTC DESCRIPTION(S): Error Alarm descriptionC10287B - C10287B - General Purpose Machine Electronic Control Unit 1 - Central Lubrication Lubricant Level Low: Low fluid level Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors
","DESCRIZIONE(I) DTC: Descrizione dell'allarme di erroreC10287B - C10287B - Unità di controllo elettronico per macchine per uso generico 1 - Lubrificante lubrificante centrale Livello basso: Basso livello di fluidoCollegamento ProsisGuasto attivo per più di 2 giorniSOFTWARE: Nuovo software disponibile, si prega di aggiornare all'ultima versioneINFORMAZIONI AGGIUNTIVE : Altri errori CT
",1827
AC0081788,A25G7445,1900-01-01T00:00:00Z,A25G,MID128PID98FMI1,Engine oil level: Data valid but below operational range,Closed,"Contacted the customer, they report no issues at this time. They will let us know if they needs service",,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID98 FMI1 - Engine oil level: Data valid but below operational range-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID98 FMI1 - Engine oil level: Data valid but below operational range-,0
AC0009845,L260H0102,1900-01-01T00:00:00Z,L260H,P054011,"Intake Air Heater """"A"""" Control: Circuit short to ground",Closed,CUSTOMER SAID THEY WOULD HANDLE,,,"DTC DESCRIPTION(S): Error Alarm descriptionP054011 - Intake Air Heater """"A"""" Control: Circuit short to ground","DTC DESCRIPTION(S): Error Alarm descriptionP054011 - Intake Air Heater """"A"""" Control: Circuit short to ground",0
AC0142918,A60H3404,1900-01-01T00:00:00Z,A60H,MID128PID173FMI0,Exhaust gas temperature: Data valid but above normal operational range,Closed,Tech dispatched for diagnosis/repair.,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID173 FMI0 - Exhaust gas temperature: Data valid but above normal operational range-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID173 FMI0 - Exhaust gas temperature: Data valid but above normal operational range-,0
AC0823763,L150H0605,1900-01-01T00:00:00Z,L150H,C10367B,Central Lubrication Combined Error: Low fluid level,Closed,10/21/24,,,DTC DESCRIPTION(S): Error Alarm descriptionC10367B - Central Lubrication Combined Error: Low fluid level-,DTC DESCRIPTION(S): Error Alarm descriptionC10367B - Central Lubrication Combined Error: Low fluid level-,13013
AC0412191,C480E3447,2023-05-03T06:51:30Z,EC480E,P10F800,Engine ECU - Air Filter Clogged,Closed,Customer takes care of it,,,"DTC DESCRIPTION(S): Error Alarm descriptionP10F800 - Engine ECU - Air Filter Clogged Prosis linkFault active for more than 2 daysHint:20565673 (VACUUM SWITCH)SOFTWARE: New software available, please update to latest versionPOSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Action recommended – From Total Matris file analysisHigh idle time: Idling time is higher than the recommended amount. The recommendation is to reduce idle time to increase component lifetime, lower fuel consumption and reduce emissions","DTC תיאור(ים): תיאור אזעקת שגיאהP10F800 - ECU מנוע - מסנן אוויר סתוםקישור פרוזיסהתקלה פעילה יותר מיומייםרמז:20565673 (מתג ואקום)תוכנה: תוכנה חדשה זמינה, אנא עדכן לגרסה העדכנית ביותרשיפורים אפשריים בהתנהגות המפעיל: פעולה מומלצת – מתוך ניתוח קבצים כולל של Matrisזמן סרק גבוה: זמן הסרק גבוה מהכמות המומלצת. ההמלצה היא לקצר את זמן הסרק כדי להאריך את חיי הרכיב, להפחית את צריכת הדלק ולהפחית את פליטת המזהמים.
מצב סל""""ד גבוה: מצב העבודה (RPM) המנוצל ביותר גבוה מהנדרש. ההמלצה היא להשתמש במצב G במקום זאת כד",3674
AC0107491,L110H6190,1900-01-01T00:00:00Z,L110H,P2BAF68,NOx System Driver Inducement Active: Event information,Closed,service scheduled,,,DTC DESCRIPTION(S): Error Alarm descriptionP2BAF68 - NOx System Driver Inducement Active: Event information-,DTC DESCRIPTION(S): Error Alarm descriptionP2BAF68 - NOx System Driver Inducement Active: Event information-,2825
AC0758878,L150H0429,2024-08-19T18:05:09Z,L150H,U101973,"Human Machine Interface Control Unit - Battery relay (RE13) stuck, high or low: Actuator stuck closed",Closed,"Faulty relay (RE13).
no part in customer stock.
we replace the relay (RE13).",,,"DTC DESCRIPTION(S): Error Alarm descriptionU101973 - Human Machine Interface Control Unit - Battery relay (RE13) stuck, high or low: Actuator stuck closed Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L150H014298
C101500
Alternator Charging Failure: Unknown
45


L150H014298
C101900
Brake Accumulator Pressure Low: ","DTC DESCRIPTION(S) : Erreur Description de l’alarmeU101973 - Unité de contrôle de l’interface homme-machine - Relais de batterie (RE13) bloqué, haut ou bas : Actionneur bloqué ferméLien ProsisDéfaut actif pendant plus de 2 joursLOGICIEL : Nouveau logiciel disponible, veuillez mettre à jour vers la dernière versionINFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT


ID du châssis*
Format d’erreur 1
Type d’erreur/d’alarme
Nombre d’erreurs


L150H014298
C101500
Échec de la charge de l’alte",20460
AC0080716,L110H0015,1900-01-01T00:00:00Z,L110H,P206A02,Reductant Quality: General signal failure,Closed,CUSTOMER DOES THERE OWN REPAIRS,,,DTC DESCRIPTION(S): Error Alarm descriptionP206A02 - Reductant Quality: General signal failure-,DTC DESCRIPTION(S): Error Alarm descriptionP206A02 - Reductant Quality: General signal failure-,11569
AC0657217,L120H0428,2024-05-06T06:27:06Z,L120H,P100B11,General Purpose Machine Electronic Control Unit 3 - Transmission Oil Pressure Sensor Circuit: Circuit short to ground,Closed,"Client does not want to have accounts with us, he has cancelled several things in the machine and hence the failures according to Pablo Jesús.",,,"DTC DESCRIPTION(S): Error Alarm descriptionP100B11 - General Purpose Machine Electronic Control Unit 3 - Transmission Oil Pressure Sensor Circuit: Circuit short to ground Prosis linkFault active for more than 2 daysHint:17202563 (PRESSURE SENSOR)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L120H014285
P100B11
Transmission Oil Pressure Sensor Circuit: Circuit s","DTC DESCRIPCIÓN(ES): Descripción de la alarma de errorP100B11 - Unidad de control electrónico de la máquina de uso general 3 - Circuito del sensor de presión de aceite de la transmisión: Cortocircuito a tierraEnlace de prosisAvería activa durante más de 2 díasSugerencia:17202563 (SENSOR DE PRESIÓN)SOFTWARE: Nuevo software disponible, actualice a la última versiónINFORMACIÓN ADICIONAL : Otros errores de TC



ID del chasis*
Formato de falla 1
Tipo de error/alarma
Nº de errores


L120H01",11714
