ac_key,chassis_id,requested_date,machine_salesmodel,fault_code,description,state,correction,cause,cause_local_language,complaint,complaint_local_language,machine_hours
AC1049626,A25G3559,2025-04-02T12:59:53Z,A25G,MID142PSID4FMI5,W-ECU - GPS module/interface: Current below normal or open circuit,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit Prosis linkFault active for more than 2 days
ADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A25G352599
MID140PID155PIDTYPE3FMI2
System diagnostic code #5: Data erratic, intermittent, or incorrect
1


A25G352599
MID187PID70PIDTYPE2FMI14
Parking brake switch, status: Special instructions
3


A25G352599
MID140PID379PIDTYPE2FMI14
Door Status: Special instructions
2


A25G352599
MID142PID4PIDTYPE1FMI5
GPS module/interface: Current below normal or open circuit
22


","DESCRIPTION DU DTC : Description de l’alarme d’erreurMID142 PSID4 FMI5 - W-ECU - Module/interface GPS : Courant inférieur à la normale ou circuit ouvertLien ProsisDéfaut actif pendant plus de 2 jours
INFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT


ID du châssis*
Format d’erreur 1
Type d’erreur/d’alarme
Nombre d’erreurs


A25G352599
MID140PID155PIDTYPE3FMI2
Code de diagnostic système #5 : Données erratiques, intermittentes ou incorrectes
1


A25G352599
MID187PID70PIDTYPE2FMI14
Contacteur de frein de stationnement, état : Instructions spéciales
3


A25G352599
MID140PID379PIDTYPE2FMI14
État de la porte : Instructions spéciales
2


A25G352599
MID142PID4PIDTYPE1FMI5
Module/interface GPS : Courant inférieur à la normale ou circuit ouvert
22


",783
AC1057783,A40G3247,2025-04-06T09:33:55Z,A40G,MID142PSID4FMI5,W-ECU - GPS module/interface: Current below normal or open circuit,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit Prosis linkFault active for more than 2 days
SOFTWARE: New software available, please update to latest version","Deskripsi DTC: Deskripsi Alarm KesalahanMID142 PSID4 FMI5 - W-ECU - MODUL/ANTARMUKA GPS: Arus di bawah sirkuit normal atau terbukaTautan ProsisKesalahan aktif selama lebih dari 2 hari
PERANGKAT LUNAK: Perangkat lunak baru tersedia, silakan perbarui ke versi terbaru",17207
AC1089381,L60H0146,2025-04-23T08:08:35Z,L60H,C101C00,General Purpose Machine Electronic Control Unit 1 - Brake Pressure Leakage,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionC101C00 - General Purpose Machine Electronic Control Unit 1 - Brake Pressure Leakage Prosis linkHint:17271141 (PRESSURE SENSOR)
ADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L60H014469
B152317
Cab Interior Temperature Sensor Circuit: Circuit voltage above threshold
3


L60H014469
B152A64
Air Conditioning System: Signal plausibility failure
10


L60H014469
C101500
Alternator Charging Failure: Unknown
1


L60H014469
C101C00
Brake Pressure Leakage: Unknown
4


L60H014469
P009013
Fuel Pressure Regulator 1 Control: Circuit open
1


L60H014469
P253913
Low Pressure Fuel System Sensor Circuit: Circuit open
1


L60H014469
U029D00
Lost Communication with NOx Sensor A: Unknown
2


L60H014469
U029E00
Lost Communication with NOx Sensor B: Unknown
1


POSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Action recommended – From Matris differential analysisBased on information between 3328-3498 operating hours.","DESCRIPTION DU DTC : Description de l’alarme d’erreurC101C00 - Unité de commande électronique de machine à usage général 1 - Fuite de pression de freinageLien ProsisAstuce :17271141 (CAPTEUR DE PRESSION)INFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT


ID du châssis*
Format d’erreur 1
Type d’erreur/d’alarme
Nombre d’erreurs


L60H014469
B152317
Circuit du capteur de température intérieure de la cabine : tension du circuit supérieure au seuil
3


L60H014469
B152A64
Système de climatisation : Défaillance de la plausibilité du signal
10


L60H014469
C101500
Échec de charge de l’alternateur : Inconnu
1


L60H014469
C101C00
Fuite de pression de freinage : Inconnue
4


L60H014469
P009013
Régulateur de pression de carburant 1 Commande : Circuit ouvert
1


L60H014469
P253913
Circuit du capteur du système de carburant basse pression : Circuit ouvert
1


L60H014469
U029D00
Perte de communication avec le capteur de NOx A : Inconnu
2


L60H014469
U029E00
Perte de communication avec le capteur de ",3696
AC1099770,A60H3210,2025-04-29T07:13:46Z,A60H,MID142PSID4FMI5,W-ECU - GPS module/interface: Current below normal or open circuit,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit Prosis linkFault active for more than 2 days
SOFTWARE: New software available, please update to latest version","Deskripsi DTC: Deskripsi Alarm KesalahanMID142 PSID4 FMI5 - W-ECU - MODUL/ANTARMUKA GPS: Arus di bawah sirkuit normal atau terbukaTautan ProsisKesalahan aktif selama lebih dari 2 hari
PERANGKAT LUNAK: Perangkat lunak baru tersedia, silakan perbarui ke versi terbaru",21231
AC1146672,L90H0138,2025-05-21T08:55:04Z,L90H,C101C00,General Purpose Machine Electronic Control Unit 1 - Brake Pressure Leakage,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionC101C00 - General Purpose Machine Electronic Control Unit 1 - Brake Pressure Leakage Prosis linkHint:17271141 (PRESSURE SENSOR) 11383002 (ELECTRONIC UNIT) 15188954 (RETURN VALVE) 15081288 (CONTROL VALVE) 15097478 (SOLENOID COIL)
ADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L90H013383
B152964
Air Conditioning Condenser: Signal plausibility failure
2


L90H013383
B152A64
Air Conditioning System: Signal plausibility failure
1


L90H013383
C101311
Outgoing Brake Pressure Sensor Circuit: Circuit short to ground
1


L90H013383
C101C00
Brake Pressure Leakage: No additional information
10


L90H013383
P101400
Unknown: No additional information
1


","Descrição(ões) do DTC: Descrição do alarme de erroC101C00 - Unidade de Controle Eletrônico de Máquina de Uso Geral 1 - Vazamento de Pressão de FreioLink da prosisDica: 17271141 (SENSOR DE PRESSÃO) 11383002 (UNIDADE ELETRÔNICA) 15188954 (VÁLVULA DE RETORNO) 15081288 (VÁLVULA DE CONTROLE) 15097478 (BOBINA SOLENÓIDE)INFORMAÇÕES ADICIONAIS : Outros erros de TC


ID do chassi*
Formato de falha 1
Tipo de erro/alarme
Nº de erros


L90H013383
B152964
Condensador de ar condicionado: falha de plausibilidade de sinal
2


L90H013383
B152A64
Sistema de ar condicionado: falha de plausibilidade de sinal
1


L90H013383
C101311
Circuito do sensor de pressão do freio de saída: circuito curto com o terra
1


L90H013383
C101C00
Vazamento de pressão de freio: Nenhuma informação adicional
10


L90H013383
P101400
Desconhecido: Nenhuma informação adicional
1


",8578
AC1150603,A25G3559,2025-05-22T14:16:52Z,A25G,MID142PSID4FMI5,W-ECU - GPS module/interface: Current below normal or open circuit,Awaiting Acknowledgement,,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit Prosis linkFault active for more than 2 days
ADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A25G352599
MID140PID155PIDTYPE3FMI2
System diagnostic code #5: Data erratic, intermittent, or incorrect
1


A25G352599
MID187PID1388PIDTYPE0FMI14
Operator seat belt indication: Special instructions
5


A25G352599
MID187PID70PIDTYPE2FMI14
Parking brake switch, status: Special instructions
2


A25G352599
MID140PID379PIDTYPE2FMI14
Door Status: Special instructions
2


A25G352599
MID142PID4PIDTYPE1FMI5
GPS module/interface: Current below normal or open circuit
13


","DESCRIPTION DU DTC : Description de l’alarme d’erreurMID142 PSID4 FMI5 - W-ECU - Module/interface GPS : Courant inférieur à la normale ou circuit ouvertLien ProsisDéfaut actif pendant plus de 2 jours
INFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT


ID du châssis*
Format d’erreur 1
Type d’erreur/d’alarme
Nombre d’erreurs


A25G352599
MID140PID155PIDTYPE3FMI2
Code de diagnostic système #5 : Données erratiques, intermittentes ou incorrectes
1


A25G352599
MID187PID1388PIDTYPE0FMI14
Indication de la ceinture de sécurité de l’opérateur : Instructions spéciales
5


A25G352599
MID187PID70PIDTYPE2FMI14
Contacteur de frein de stationnement, état : Instructions spéciales
2


A25G352599
MID140PID379PIDTYPE2FMI14
État de la porte : Instructions spéciales
2


A25G352599
MID142PID4PIDTYPE1FMI5
Module/interface GPS : Courant inférieur à la normale ou circuit ouvert
13


",910
AC1177040,L60H0146,2025-06-04T11:21:39Z,L60H,C101C00,General Purpose Machine Electronic Control Unit 1 - Brake Pressure Leakage,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionC101C00 - General Purpose Machine Electronic Control Unit 1 - Brake Pressure Leakage Prosis linkHint:17271141 (PRESSURE SENSOR)
ADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L60H014469
B152317
Cab Interior Temperature Sensor Circuit: Circuit voltage above threshold
18


L60H014469
C101C00
Brake Pressure Leakage: Unknown
5


L60H014469
P101400
Unknown: Unknown
2


POSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Matris download not available within time limit. Operator behavior could not be reviewed.See AC1089381","DESCRIPTION DU DTC : Description de l’alarme d’erreurC101C00 - Unité de commande électronique de machine à usage général 1 - Fuite de pression de freinageLien ProsisAstuce :17271141 (CAPTEUR DE PRESSION)INFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT


ID du châssis*
Format d’erreur 1
Type d’erreur/d’alarme
Nombre d’erreurs


L60H014469
B152317
Circuit du capteur de température intérieure de la cabine : tension du circuit supérieure au seuil
18


L60H014469
C101C00
Fuite de pression de freinage : Inconnue
5


L60H014469
P101400
Inconnu : Inconnu
2


AMÉLIORATIONS POSSIBLES DU COMPORTEMENT DE L’OPÉRATEUR : Le téléchargement de Matris n’est pas disponible dans le temps imparti. Le comportement de l’opérateur n’a pas pu être examiné.Voir AC1089381",3809
AC1185727,A60H3210,2025-06-08T11:32:52Z,A60H,MID142PSID4FMI5,W-ECU - GPS module/interface: Current below normal or open circuit,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit Prosis linkFault active for more than 2 days
SOFTWARE: New software available, please update to latest versionCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)


Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


A60H320100
PA020
PMA/FT
266894
Broken fan radiator
05/28/2025 00:00:00
05/30/2026 00:00:00


","Deskripsi DTC: Deskripsi Alarm KesalahanMID142 PSID4 FMI5 - W-ECU - MODUL/ANTARMUKA GPS: Arus di bawah sirkuit normal atau terbukaTautan ProsisKesalahan aktif selama lebih dari 2 hari
PERANGKAT LUNAK: Perangkat lunak baru tersedia, silakan perbarui ke versi terbaruSTATUS KAMPANYE: Kampanye tersedia - Silakan lakukan kampanye yang tersedia


ID Sasis
Kode SCC
Deskripsi Tipe SCC
ID Kampanye
Judul Kampanye
Tanggal Mulai Kampanye
Tanggal Perbaikan Terakhir


A60H320100
PA020
PMA / FT
266894
Radiator kipas rusak
05/28/2025 00:00:00
05/30/2026 00:00:00


",21435
AC1193525,L90H0138,2025-06-12T08:30:53Z,L90H,C101C00,General Purpose Machine Electronic Control Unit 1 - Brake Pressure Leakage,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionC101C00 - General Purpose Machine Electronic Control Unit 1 - Brake Pressure Leakage Prosis linkHint:17271141 (PRESSURE SENSOR) 11383002 (ELECTRONIC UNIT) 15188954 (RETURN VALVE) 15081288 (CONTROL VALVE) 15097478 (SOLENOID COIL)
SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L90H013383
C101C00
Brake Pressure Leakage: Unknown
13


L90H013383
P101400
Unknown: Unknown
2


","Descrição(ões) do DTC: Descrição do alarme de erroC101C00 - Unidade de Controle Eletrônico de Máquina de Uso Geral 1 - Vazamento de Pressão de FreioLink da prosisDica: 17271141 (SENSOR DE PRESSÃO) 11383002 (UNIDADE ELETRÔNICA) 15188954 (VÁLVULA DE RETORNO) 15081288 (VÁLVULA DE CONTROLE) 15097478 (BOBINA SOLENÓIDE)SOFTWARE: Novo software disponível, atualize para a versão mais recenteINFORMAÇÕES ADICIONAIS : Outros erros de TC


ID do chassi*
Formato de falha 1
Tipo de erro/alarme
Nº de erros


L90H013383
C101C00
Vazamento de pressão de freio: Desconhecido
13


L90H013383
P101400
Desconhecido: Desconhecido
2


",8641
AC1218956,A40G3247,2025-06-25T06:03:19Z,A40G,MID142PSID4FMI5,W-ECU - GPS module/interface: Current below normal or open circuit,Awaiting Acknowledgement,,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit Prosis linkFault active for more than 2 days
SOFTWARE: New software available, please update to latest version","Deskripsi DTC: Deskripsi Alarm KesalahanMID142 PSID4 FMI5 - W-ECU - MODUL/ANTARMUKA GPS: Arus di bawah sirkuit normal atau terbukaTautan ProsisKesalahan aktif selama lebih dari 2 hari
PERANGKAT LUNAK: Perangkat lunak baru tersedia, silakan perbarui ke versi terbaru",18652
AC1238278,A25G3559,2025-07-03T14:15:00Z,A25G,MID142PSID4FMI5,W-ECU - GPS module/interface: Current below normal or open circuit,Closed,Inspection scheduled for the next interview.,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit Prosis linkFault active for more than 2 days
ADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A25G352599
MID142PID4PIDTYPE1FMI5
GPS module/interface: Current below normal or open circuit
13


A25G352599
MID187PID1388PIDTYPE0FMI14
Operator seat belt indication: Special instructions
3


A25G352599
MID187PID70PIDTYPE2FMI14
Parking Brake Switch Status: Special instructions
2


","DESCRIPTION DU DTC : Description de l’alarme d’erreurMID142 PSID4 FMI5 - W-ECU - Module/interface GPS : Courant inférieur à la normale ou circuit ouvertLien ProsisDéfaut actif pendant plus de 2 jours
INFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT


ID du châssis*
Format d’erreur 1
Type d’erreur/d’alarme
Nombre d’erreurs


A25G352599
MID142PID4PIDTYPE1FMI5
Module/interface GPS : Courant inférieur à la normale ou circuit ouvert
13


A25G352599
MID187PID1388PIDTYPE0FMI14
Indication de la ceinture de sécurité de l’opérateur : Instructions spéciales
3


A25G352599
MID187PID70PIDTYPE2FMI14
État de l’interrupteur du frein de stationnement : Instructions spéciales
2


",1073
AC1259520,A60H3210,2025-07-15T08:43:23Z,A60H,MID142PSID4FMI5,W-ECU - GPS module/interface: Current below normal or open circuit,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit Prosis linkFault active for more than 2 days
SOFTWARE: New software available, please update to latest versionCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)


Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


A60H320100
PA020
PMA/FT
266894
Broken fan radiator
05/28/2025 00:00:00
05/30/2026 00:00:00


","Deskripsi DTC: Deskripsi Alarm KesalahanMID142 PSID4 FMI5 - W-ECU - MODUL/ANTARMUKA GPS: Arus di bawah sirkuit normal atau terbukaTautan ProsisKesalahan aktif selama lebih dari 2 hari
PERANGKAT LUNAK: Perangkat lunak baru tersedia, silakan perbarui ke versi terbaruSTATUS KAMPANYE: Kampanye tersedia - Silakan lakukan kampanye yang tersedia


ID Sasis
Kode SCC
Deskripsi Tipe SCC
ID Kampanye
Judul Kampanye
Tanggal Mulai Kampanye
Tanggal Perbaikan Terakhir


A60H320100
PA020
PMA / FT
266894
Radiator kipas rusak
05/28/2025 00:00:00
05/30/2026 00:00:00


",21724
AC1306715,L90H0138,2025-08-06T09:42:51Z,L90H,C101C00,General Purpose Machine Electronic Control Unit 1 - Brake Pressure Leakage,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionC101C00 - General Purpose Machine Electronic Control Unit 1 - Brake Pressure Leakage Prosis linkHint:17271141 (PRESSURE SENSOR) 11383002 (ELECTRONIC UNIT) 15188954 (RETURN VALVE) 15081288 (CONTROL VALVE) 15097478 (SOLENOID COIL)
SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L90H013383
C101C00
Brake Pressure Leakage: Unknown
11


L90H013383
P101400
Hot Engine Shutdown: Unknown
1


","Descrição(ões) do DTC: Descrição do alarme de erroC101C00 - Unidade de Controle Eletrônico de Máquina de Uso Geral 1 - Vazamento de Pressão de FreioLink da prosisDica: 17271141 (SENSOR DE PRESSÃO) 11383002 (UNIDADE ELETRÔNICA) 15188954 (VÁLVULA DE RETORNO) 15081288 (VÁLVULA DE CONTROLE) 15097478 (BOBINA SOLENÓIDE)SOFTWARE: Novo software disponível, atualize para a versão mais recenteINFORMAÇÕES ADICIONAIS : Outros erros de TC


ID do chassi*
Formato de falha 1
Tipo de erro/alarme
Nº de erros


L90H013383
C101C00
Vazamento de pressão de freio: Desconhecido
11


L90H013383
P101400
Desligamento do motor quente: desconhecido
1


",8893
AC1342879,A60H3210,2025-08-24T09:23:43Z,A60H,MID142PSID4FMI5,W-ECU - GPS module/interface: Current below normal or open circuit,In Progress,,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID142 PSID4 FMI5 - W-ECU - GPS module/interface: Current below normal or open circuit Prosis linkFault active for more than 2 days
SOFTWARE: New software available, please update to latest versionCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)


Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


A60H320100
PA020
PMA/FT
266894
PMA/FT - Broken fan radiator
05/28/2025 00:00:00
05/30/2026 00:00:00


","Deskripsi DTC: Deskripsi Alarm KesalahanMID142 PSID4 FMI5 - W-ECU - MODUL/ANTARMUKA GPS: Arus di bawah sirkuit normal atau terbukaTautan ProsisKesalahan aktif selama lebih dari 2 hari
PERANGKAT LUNAK: Perangkat lunak baru tersedia, silakan perbarui ke versi terbaruSTATUS KAMPANYE: Kampanye tersedia - Silakan lakukan kampanye yang tersedia


ID Sasis
Kode SCC
Deskripsi Tipe SCC
ID Kampanye
Judul Kampanye
Tanggal Mulai Kampanye
Tanggal Perbaikan Terakhir


A60H320100
PA020
PMA / FT
266894
PMA/FT - Radiator kipas rusak
05/28/2025 00:00:00
05/30/2026 00:00:00


",22159
